Backend,Model,NumThreads,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Ultralytics,s,-1,62.4774694442749,43.22936534881592,41.97291533152262,52.30870246887207,36.91886901855469,44.13448174794515,42.33923298971994,40.70385694503784,42.39714675479465,34.677231311798096,40.39425849914551,38.89733751614889,39.94591052715595,41.19255372456142,39.99966303507487,40.55182486772537
Ultralytics,m,-1,105.53410053253174,44.75306272506714,47.4722703297933,53.183478116989136,42.94434070587158,45.441110928853355,44.166735240391326,45.258426666259766,47.81578646765815,44.64237928390503,44.25584402951327,46.4881698290507,46.75862238957332,45.29446874346052,45.0219996770223,44.53914612531662
Ultralytics,b,-1,78.42586040496826,45.1452374458313,53.37622960408529,56.988537311553955,52.25722312927246,56.535911560058594,48.555043765476775,47.83912897109985,43.791447745429146,47.2952938079834,46.739183772693984,46.64149880409241,47.15194518749531,46.43604244504656,48.05007457733154,46.894571185112
Ultralytics,l,-1,123.91462326049805,55.50931692123413,55.89388211568197,45.585936307907104,58.10137748718262,50.191680590311684,53.24782643999372,54.82802093029022,54.18320231967502,49.66768741607666,48.63046299327504,49.71466461817423,49.633059134850136,56.124275071280344,50.039920806884766,48.90217483043671
Ultralytics,s,-1,407.3237419128418,118.1419849395752,102.23076343536377,103.85761260986328,102.62972354888916,114.30099805196126,120.68609850747245,107.14353621006012,122.03718821207683,117.85152435302734,136.46115823225543,126.52054230372111,132.66789362980768,137.9615136555263,126.26746813456218,125.33547133207321
Ultralytics,m,-1,196.93233966827393,168.4888482093811,160.43224334716797,185.30924320220947,189.78979587554932,181.49485985438028,199.53038692474365,214.573135972023,214.49063883887396,217.382173538208,217.77742559259588,218.87301405270895,207.7829617720384,229.43971497671944,244.47988351186117,249.61076378822327
Ultralytics,b,-1,248.39606285095215,255.3669571876526,244.85371112823486,240.23242592811584,241.40748500823975,252.33467817306519,259.4853026526315,289.2207533121109,284.1475036409166,284.4165873527527,308.2301399924538,327.31155554453534,329.04293353740985,323.6138258661543,319.08719539642334,328.36536169052124
Ultralytics,l,-1,271.8666076660156,267.8744912147522,293.98520787556964,292.0152246952057,284.9136781692505,327.34330892562866,333.4308181490217,326.4479011297226,325.2847221162584,326.73986434936523,361.74102263017136,367.0277913411458,386.4630442399245,379.4444969722203,384.3863407770793,387.9835620522499
